user_id,visited,date,rating,review
b5ef2bed-796f-40d5-bf0a-5d9341e1c464,Coding Club,2026-02-16 01:17,,
b5ef2bed-796f-40d5-bf0a-5d9341e1c464,Selleck Building,2026-01-30 02:40,,
b5ef2bed-796f-40d5-bf0a-5d9341e1c464,North 17th Parking Garage,2026-02-24 08:21,,
b94727dc-2c2f-4ddc-9603-130be3973abe,Love Library,2026-01-31 13:04,,
b94727dc-2c2f-4ddc-9603-130be3973abe,Astronomy Club,2026-02-27 16:43,,
b94727dc-2c2f-4ddc-9603-130be3973abe,North 17th Parking Garage,2026-02-24 17:54,,
b94727dc-2c2f-4ddc-9603-130be3973abe,CSCE Resource Center,2026-02-03 16:10,1,Too crowded to get one-on-one help.
b94727dc-2c2f-4ddc-9603-130be3973abe,NEST Tutoring,2026-02-03 23:05,,
b94727dc-2c2f-4ddc-9603-130be3973abe,Selleck Building,2026-02-27 02:04,2,Tables were completely dirty.
b94727dc-2c2f-4ddc-9603-130be3973abe,Cather Dining Hall,2026-02-07 14:56,,
741048c7-186f-4430-b42d-a4d0412334f0,Coding Club,2026-02-07 21:21,,
741048c7-186f-4430-b42d-a4d0412334f0,East Campus,2026-02-16 19:58,,
741048c7-186f-4430-b42d-a4d0412334f0,Avery Hall,2026-02-18 16:21,,
741048c7-186f-4430-b42d-a4d0412334f0,CSCE Resource Center,2026-02-18 06:02,,
741048c7-186f-4430-b42d-a4d0412334f0,14th St Parking Garage,2026-02-25 10:21,1,People drive like maniacs in here.
741048c7-186f-4430-b42d-a4d0412334f0,Math Resource Center,2026-02-13 04:30,1,Too crowded to get one-on-one help.
741048c7-186f-4430-b42d-a4d0412334f0,CSCE Resource Center,2026-02-16 14:37,,
d510eae4-324e-4477-93cb-b93539d1141a,Aerospace Club,2026-02-28 04:59,,
d510eae4-324e-4477-93cb-b93539d1141a,Astronomy Club,2026-02-25 02:09,,
d510eae4-324e-4477-93cb-b93539d1141a,NEST Tutoring,2026-02-18 19:34,5,Learning consultants are the best.
d510eae4-324e-4477-93cb-b93539d1141a,Coding Club,2026-02-08 18:20,1,Topic wasn't what I expected.
d510eae4-324e-4477-93cb-b93539d1141a,Love Library,2026-02-09 02:59,2,"Too busy, had to leave."
d510eae4-324e-4477-93cb-b93539d1141a,DLC Exam Commons,2026-01-30 09:40,5,"In and out, no issues."
04f27439-0f9e-4623-b3d1-8b612ea0de5b,Math Resource Center,2026-02-11 21:45,,
04f27439-0f9e-4623-b3d1-8b612ea0de5b,CSCE Resource Center,2026-02-21 03:55,3,Tutor seemed a bit rushed today.
04f27439-0f9e-4623-b3d1-8b612ea0de5b,North 17th Parking Garage,2026-02-07 00:28,4,Plenty of open spaces this morning.
04f27439-0f9e-4623-b3d1-8b612ea0de5b,Love Library,2026-02-24 18:36,,
04f27439-0f9e-4623-b3d1-8b612ea0de5b,Coding Club,2026-02-20 22:03,4,Great leadership and fun activities.
04f27439-0f9e-4623-b3d1-8b612ea0de5b,Coding Club,2026-02-14 10:40,,
04f27439-0f9e-4623-b3d1-8b612ea0de5b,Love Library,2026-02-26 07:40,,
04f27439-0f9e-4623-b3d1-8b612ea0de5b,Love Library,2026-02-16 10:31,5,Managed to snag a table with an outlet!
e179076b-06cd-4a25-8c9c-b419b05a66bd,Avery Hall,2026-02-25 16:33,,
e179076b-06cd-4a25-8c9c-b419b05a66bd,14th St Parking Garage,2026-02-17 00:56,,
e179076b-06cd-4a25-8c9c-b419b05a66bd,North 17th Parking Garage,2026-02-21 14:05,5,Easy in and out today.
e179076b-06cd-4a25-8c9c-b419b05a66bd,Math Resource Center,2026-02-16 17:15,1,Too crowded to get one-on-one help.
e179076b-06cd-4a25-8c9c-b419b05a66bd,Coding Club,2026-02-21 09:10,1,Meeting started 20 minutes late.
e179076b-06cd-4a25-8c9c-b419b05a66bd,14th St Parking Garage,2026-02-18 12:41,,
e179076b-06cd-4a25-8c9c-b419b05a66bd,Selleck Building,2026-02-22 19:40,1,Tables were completely dirty.
6373899a-0389-4ac9-a803-e91f8f8ed5a9,East Campus,2026-02-11 17:25,,
6373899a-0389-4ac9-a803-e91f8f8ed5a9,14th St Parking Garage,2026-02-12 21:55,,
6373899a-0389-4ac9-a803-e91f8f8ed5a9,Astronomy Club,2026-02-20 14:53,5,Free pizza was a massive plus.
6373899a-0389-4ac9-a803-e91f8f8ed5a9,Selleck Building,2026-02-27 23:59,,
6373899a-0389-4ac9-a803-e91f8f8ed5a9,CSCE Resource Center,2026-02-26 20:04,1,Too crowded to get one-on-one help.
6373899a-0389-4ac9-a803-e91f8f8ed5a9,DLC Exam Commons,2026-01-31 11:17,,
6373899a-0389-4ac9-a803-e91f8f8ed5a9,Love Library,2026-02-12 22:47,3,Every single table was taken.
6373899a-0389-4ac9-a803-e91f8f8ed5a9,Aerospace Club,2026-02-19 05:19,3,Meeting started 20 minutes late.
6373899a-0389-4ac9-a803-e91f8f8ed5a9,Cather Dining Hall,2026-02-26 04:11,1,They ran out of the good stuff.
6373899a-0389-4ac9-a803-e91f8f8ed5a9,CSCE Resource Center,2026-01-31 14:55,,
700911ee-1340-4fae-9a52-0929735aa105,Aerospace Club,2026-02-17 14:07,,
700911ee-1340-4fae-9a52-0929735aa105,Math Resource Center,2026-02-19 04:07,,
700911ee-1340-4fae-9a52-0929735aa105,Coding Club,2026-02-27 01:21,,
700911ee-1340-4fae-9a52-0929735aa105,NEST Tutoring,2026-02-16 06:15,,
700911ee-1340-4fae-9a52-0929735aa105,CSCE Resource Center,2026-02-21 22:08,,
700911ee-1340-4fae-9a52-0929735aa105,Love Library,2026-02-27 11:08,2,People were talking so loud.
700911ee-1340-4fae-9a52-0929735aa105,East Campus,2026-02-25 09:37,5,Vibes are just better over here.
700911ee-1340-4fae-9a52-0929735aa105,Love Library,2026-02-20 20:02,3,Every single table was taken.
bd6fdd32-0071-4cca-8bbf-3159cab3f025,Avery Hall,2026-02-09 11:57,5,Not too crowded today.
bd6fdd32-0071-4cca-8bbf-3159cab3f025,CSCE Resource Center,2026-02-24 01:28,,
bd6fdd32-0071-4cca-8bbf-3159cab3f025,Selleck Building,2026-02-02 13:08,,
bd6fdd32-0071-4cca-8bbf-3159cab3f025,NEST Tutoring,2026-02-15 16:55,,
bd6fdd32-0071-4cca-8bbf-3159cab3f025,Astronomy Club,2026-02-24 21:02,1,Meeting started 20 minutes late.
bd6fdd32-0071-4cca-8bbf-3159cab3f025,NEST Tutoring,2026-02-07 15:59,1,Wait time was over 30 minutes.
bd6fdd32-0071-4cca-8bbf-3159cab3f025,Math Resource Center,2026-02-20 01:59,,
bd6fdd32-0071-4cca-8bbf-3159cab3f025,East Campus,2026-02-03 19:18,,
bd6fdd32-0071-4cca-8bbf-3159cab3f025,Astronomy Club,2026-02-04 05:04,,
bd6fdd32-0071-4cca-8bbf-3159cab3f025,Coding Club,2026-02-02 09:06,5,Really cool project demo today.
9c85a9e2-9a9a-4261-9d12-7d9788b0d908,Love Library,2026-02-27 22:08,3,"Too busy, had to leave."
9c85a9e2-9a9a-4261-9d12-7d9788b0d908,Avery Hall,2026-02-20 18:42,4,Found a great quiet spot to study.
9c85a9e2-9a9a-4261-9d12-7d9788b0d908,North 17th Parking Garage,2026-02-05 19:07,3,Took 20 minutes to find a spot.
9c85a9e2-9a9a-4261-9d12-7d9788b0d908,Math Resource Center,2026-01-31 09:35,2,Wait time was over 30 minutes.
9c85a9e2-9a9a-4261-9d12-7d9788b0d908,North 17th Parking Garage,2026-02-06 09:06,,
9c85a9e2-9a9a-4261-9d12-7d9788b0d908,Aerospace Club,2026-02-02 09:36,3,Topic wasn't what I expected.
9c85a9e2-9a9a-4261-9d12-7d9788b0d908,14th St Parking Garage,2026-02-04 08:27,,
9c85a9e2-9a9a-4261-9d12-7d9788b0d908,NEST Tutoring,2026-02-25 11:26,4,Super patient and helpful.
9c85a9e2-9a9a-4261-9d12-7d9788b0d908,East Campus,2026-02-17 03:40,,
9c85a9e2-9a9a-4261-9d12-7d9788b0d908,Math Resource Center,2026-02-25 03:07,,
030edbda-f601-4aa9-a9cf-a6cc0440bb1d,Math Resource Center,2026-02-18 00:19,,
030edbda-f601-4aa9-a9cf-a6cc0440bb1d,NEST Tutoring,2026-02-15 08:25,3,Too crowded to get one-on-one help.
030edbda-f601-4aa9-a9cf-a6cc0440bb1d,Selleck Building,2026-02-07 00:57,2,Tables were completely dirty.
030edbda-f601-4aa9-a9cf-a6cc0440bb1d,Coding Club,2026-02-20 09:02,,
030edbda-f601-4aa9-a9cf-a6cc0440bb1d,East Campus,2026-02-04 02:05,4,Vibes are just better over here.
030edbda-f601-4aa9-a9cf-a6cc0440bb1d,Avery Hall,2026-02-17 08:12,1,"Way too loud, couldn't focus."
030edbda-f601-4aa9-a9cf-a6cc0440bb1d,Aerospace Club,2026-02-03 00:07,,
030edbda-f601-4aa9-a9cf-a6cc0440bb1d,Cather Dining Hall,2026-02-24 13:53,,
bae064df-301b-4ee5-8066-1214c4e1fbe1,Astronomy Club,2026-02-16 19:07,2,Too cliquey for my taste.
bae064df-301b-4ee5-8066-1214c4e1fbe1,Cather Dining Hall,2026-02-01 04:20,,
bae064df-301b-4ee5-8066-1214c4e1fbe1,Aerospace Club,2026-02-07 23:32,,
bae064df-301b-4ee5-8066-1214c4e1fbe1,Aerospace Club,2026-02-01 09:15,,
bae064df-301b-4ee5-8066-1214c4e1fbe1,Astronomy Club,2026-01-31 11:11,,
bae064df-301b-4ee5-8066-1214c4e1fbe1,Selleck Building,2026-01-31 20:06,3,Line was out the door.
bae064df-301b-4ee5-8066-1214c4e1fbe1,Aerospace Club,2026-02-26 17:39,,
dd93c236-1dbf-4010-a0a3-272690e8a752,Astronomy Club,2026-02-21 04:16,,
dd93c236-1dbf-4010-a0a3-272690e8a752,Astronomy Club,2026-02-04 12:37,2,Felt a bit disorganized today.
dd93c236-1dbf-4010-a0a3-272690e8a752,Cather Dining Hall,2026-02-05 22:22,4,Great salad bar options.
dd93c236-1dbf-4010-a0a3-272690e8a752,DLC Exam Commons,2026-01-31 20:25,,
dd93c236-1dbf-4010-a0a3-272690e8a752,East Campus,2026-02-08 20:17,2,Bus ride took forever today.
dd93c236-1dbf-4010-a0a3-272690e8a752,Astronomy Club,2026-02-20 02:20,,
dd93c236-1dbf-4010-a0a3-272690e8a752,Aerospace Club,2026-02-24 14:50,4,"Awesome meeting, learned a lot about the projects."
dd93c236-1dbf-4010-a0a3-272690e8a752,DLC Exam Commons,2026-02-21 02:14,5,Got checked in immediately.
dd93c236-1dbf-4010-a0a3-272690e8a752,East Campus,2026-02-26 22:06,,
dd93c236-1dbf-4010-a0a3-272690e8a752,Selleck Building,2026-02-09 14:16,,
dd93c236-1dbf-4010-a0a3-272690e8a752,Aerospace Club,2026-02-15 20:49,,
dd93c236-1dbf-4010-a0a3-272690e8a752,Math Resource Center,2026-02-08 01:30,,
c2cbfb8c-ecc5-46e4-ab45-3fab61be93e4,Math Resource Center,2026-02-26 13:39,,
c2cbfb8c-ecc5-46e4-ab45-3fab61be93e4,Coding Club,2026-02-02 13:57,3,Felt a bit disorganized today.
c2cbfb8c-ecc5-46e4-ab45-3fab61be93e4,NEST Tutoring,2026-02-11 04:24,,
c2cbfb8c-ecc5-46e4-ab45-3fab61be93e4,Love Library,2026-02-02 00:42,,
c2cbfb8c-ecc5-46e4-ab45-3fab61be93e4,Astronomy Club,2026-02-12 07:10,,
c2cbfb8c-ecc5-46e4-ab45-3fab61be93e4,East Campus,2026-02-06 09:39,,
c2cbfb8c-ecc5-46e4-ab45-3fab61be93e4,DLC Exam Commons,2026-02-14 16:52,,
eeb267a9-ed92-4235-afa0-35479de15e12,Love Library,2026-02-05 07:00,,
eeb267a9-ed92-4235-afa0-35479de15e12,Cather Dining Hall,2026-02-10 03:12,,
eeb267a9-ed92-4235-afa0-35479de15e12,Astronomy Club,2026-02-09 21:40,,
eeb267a9-ed92-4235-afa0-35479de15e12,Astronomy Club,2026-02-24 22:44,1,Meeting started 20 minutes late.
eeb267a9-ed92-4235-afa0-35479de15e12,Love Library,2026-02-20 07:23,,
eeb267a9-ed92-4235-afa0-35479de15e12,Love Library,2026-02-26 18:30,2,The Wi-Fi kept dropping.
470da108-d926-447c-8649-a18ff42a5d06,Aerospace Club,2026-02-18 07:32,,
470da108-d926-447c-8649-a18ff42a5d06,Avery Hall,2026-02-19 23:55,,
470da108-d926-447c-8649-a18ff42a5d06,Selleck Building,2026-02-21 10:17,2,Food was cold.
470da108-d926-447c-8649-a18ff42a5d06,DLC Exam Commons,2026-02-24 05:32,,
470da108-d926-447c-8649-a18ff42a5d06,Cather Dining Hall,2026-02-28 11:19,,
470da108-d926-447c-8649-a18ff42a5d06,DLC Exam Commons,2026-02-04 23:21,2,My keyboard was sticky.
470da108-d926-447c-8649-a18ff42a5d06,DLC Exam Commons,2026-02-16 22:16,,
470da108-d926-447c-8649-a18ff42a5d06,NEST Tutoring,2026-02-06 02:55,,
0a58ac18-a621-4d6e-98b0-48fdfafa3dd0,Love Library,2026-02-09 08:42,,
0a58ac18-a621-4d6e-98b0-48fdfafa3dd0,Coding Club,2026-02-22 21:52,2,Felt a bit disorganized today.
0a58ac18-a621-4d6e-98b0-48fdfafa3dd0,North 17th Parking Garage,2026-02-06 03:38,,
0a58ac18-a621-4d6e-98b0-48fdfafa3dd0,Math Resource Center,2026-02-12 20:46,3,Didn't really answer my specific question.
0a58ac18-a621-4d6e-98b0-48fdfafa3dd0,14th St Parking Garage,2026-02-12 14:14,,
0a58ac18-a621-4d6e-98b0-48fdfafa3dd0,Avery Hall,2026-02-02 17:23,,
0a58ac18-a621-4d6e-98b0-48fdfafa3dd0,CSCE Resource Center,2026-02-24 07:22,,
0a58ac18-a621-4d6e-98b0-48fdfafa3dd0,Math Resource Center,2026-02-21 02:28,,
0a58ac18-a621-4d6e-98b0-48fdfafa3dd0,NEST Tutoring,2026-02-08 20:46,,
0a58ac18-a621-4d6e-98b0-48fdfafa3dd0,14th St Parking Garage,2026-02-04 02:06,,
81ba9b9e-9056-4677-aba6-74056bbcf16d,Cather Dining Hall,2026-02-09 17:20,3,Food was cold.
81ba9b9e-9056-4677-aba6-74056bbcf16d,Astronomy Club,2026-02-06 06:14,,
81ba9b9e-9056-4677-aba6-74056bbcf16d,NEST Tutoring,2026-02-16 20:17,4,The tutor was incredibly helpful with my homework!
81ba9b9e-9056-4677-aba6-74056bbcf16d,Coding Club,2026-02-16 08:23,4,Really cool project demo today.
81ba9b9e-9056-4677-aba6-74056bbcf16d,DLC Exam Commons,2026-02-04 21:12,,
81ba9b9e-9056-4677-aba6-74056bbcf16d,DLC Exam Commons,2026-02-02 01:36,1,Super stressful environment.
81ba9b9e-9056-4677-aba6-74056bbcf16d,Math Resource Center,2026-02-17 11:46,3,Tutor seemed a bit rushed today.
81ba9b9e-9056-4677-aba6-74056bbcf16d,Avery Hall,2026-02-13 13:57,,
81ba9b9e-9056-4677-aba6-74056bbcf16d,Astronomy Club,2026-02-21 03:17,,
81ba9b9e-9056-4677-aba6-74056bbcf16d,Aerospace Club,2026-02-08 20:45,3,Meeting started 20 minutes late.
81ba9b9e-9056-4677-aba6-74056bbcf16d,Love Library,2026-02-04 23:46,,
81ba9b9e-9056-4677-aba6-74056bbcf16d,NEST Tutoring,2026-02-16 23:47,2,Didn't really answer my specific question.
879a4123-7797-4505-ba68-2b8eb6f2485e,Cather Dining Hall,2026-02-14 04:13,,
879a4123-7797-4505-ba68-2b8eb6f2485e,Coding Club,2026-02-04 09:01,,
879a4123-7797-4505-ba68-2b8eb6f2485e,14th St Parking Garage,2026-02-17 13:08,1,People drive like maniacs in here.
879a4123-7797-4505-ba68-2b8eb6f2485e,Aerospace Club,2026-02-06 15:04,,
879a4123-7797-4505-ba68-2b8eb6f2485e,14th St Parking Garage,2026-02-03 03:18,,
879a4123-7797-4505-ba68-2b8eb6f2485e,NEST Tutoring,2026-02-09 08:02,3,Tutor seemed a bit rushed today.
879a4123-7797-4505-ba68-2b8eb6f2485e,East Campus,2026-01-30 11:26,,
6d2d7879-4f23-4f5f-96df-b6eba0b8075e,Aerospace Club,2026-02-27 14:27,2,Topic wasn't what I expected.
6d2d7879-4f23-4f5f-96df-b6eba0b8075e,Avery Hall,2026-02-21 22:44,,
6d2d7879-4f23-4f5f-96df-b6eba0b8075e,Love Library,2026-02-13 12:46,1,Every single table was taken.
6d2d7879-4f23-4f5f-96df-b6eba0b8075e,Selleck Building,2026-02-16 17:39,1,Nowhere to sit during the lunch rush.
6d2d7879-4f23-4f5f-96df-b6eba0b8075e,Coding Club,2026-02-05 00:09,,
6d2d7879-4f23-4f5f-96df-b6eba0b8075e,Cather Dining Hall,2026-01-30 19:37,4,Food was actually really good today!
6d2d7879-4f23-4f5f-96df-b6eba0b8075e,Astronomy Club,2026-02-01 17:29,,
6d2d7879-4f23-4f5f-96df-b6eba0b8075e,Cather Dining Hall,2026-02-27 04:27,,
6d2d7879-4f23-4f5f-96df-b6eba0b8075e,North 17th Parking Garage,2026-02-21 13:27,4,Found a spot on the first level!
6d2d7879-4f23-4f5f-96df-b6eba0b8075e,Aerospace Club,2026-02-13 14:01,,
6d2d7879-4f23-4f5f-96df-b6eba0b8075e,DLC Exam Commons,2026-02-04 17:15,2,My keyboard was sticky.
6d2d7879-4f23-4f5f-96df-b6eba0b8075e,CSCE Resource Center,2026-02-10 02:27,,
54be74fe-d59c-441b-aabb-560d1e348a6c,Aerospace Club,2026-02-08 19:32,,
54be74fe-d59c-441b-aabb-560d1e348a6c,Astronomy Club,2026-01-30 15:53,1,Basically just listened to a lecture.
54be74fe-d59c-441b-aabb-560d1e348a6c,North 17th Parking Garage,2026-02-24 10:19,2,People drive like maniacs in here.
54be74fe-d59c-441b-aabb-560d1e348a6c,Aerospace Club,2026-02-19 03:35,,
54be74fe-d59c-441b-aabb-560d1e348a6c,North 17th Parking Garage,2026-02-05 23:21,5,Found a spot on the first level!
54be74fe-d59c-441b-aabb-560d1e348a6c,Coding Club,2026-02-23 23:24,,
54be74fe-d59c-441b-aabb-560d1e348a6c,Coding Club,2026-02-22 19:37,,
54be74fe-d59c-441b-aabb-560d1e348a6c,Avery Hall,2026-02-12 06:40,2,The Wi-Fi kept dropping.
